title,authors,first_publish_year,edition_count,subject_count,has_cover,is_available_online,genre,avg_rating,ratings_count,page_count,review_length,price_usd,book_age,has_rating,review_density,ratings_norm,editions_norm,popularity_score,is_popular
Don Quijote de la Mancha,Miguel de Cervantes Saavedra,1600.0,1594,108,1,1,fiction,3.8947368421052633,57.0,323,206,8.16,300.0,1,0.6358,0.042222222222222223,0.26199868507560814,2.3607,1
Madame Bovary,Gustave Flaubert,1856.0,1557,85,1,1,fiction,3.730769230769231,52.0,251,247,8.46,169.0,1,0.9802,0.03851851851851852,0.2559171597633136,2.2669,1
The Art of War,"孙武 (Sun Tzu), Stephen F. Kaufman, Lionel Giles, Onésimo Colavidas",1900.0,1542,167,1,1,fiction,4.082278481012659,158.0,293,287,8.82,125.0,1,0.9762,0.11703703703703704,0.2534516765285996,2.6762,1
A Midsummer Night's Dream,William Shakespeare,1600.0,1505,124,1,1,fiction,3.923809523809524,105.0,325,268,10.13,300.0,1,0.8221,0.07777777777777778,0.24737015121630507,2.4602,1
Great Expectations,Charles Dickens,1861.0,1489,63,1,1,fiction,3.76875,160.0,264,325,7.79,164.0,1,1.2264,0.11851851851851852,0.24474030243261014,2.5342,1
A Study in Scarlet,Arthur Conan Doyle,1887.0,1447,38,1,1,fiction,3.982905982905983,117.0,338,254,9.05,138.0,1,0.7493,0.08666666666666667,0.23783694937541092,2.4911,1
The Prince,Niccolò Machiavelli,1515.0,1407,114,1,1,fiction,3.824074074074074,108.0,291,238,9.36,300.0,1,0.8151,0.08,0.23126232741617356,2.3878,1
Through the Looking-Glass,Lewis Carroll,1865.0,1378,79,1,1,fiction,4.052631578947368,57.0,305,259,7.18,160.0,1,0.8464,0.042222222222222223,0.2264957264957265,2.3351,1
The Wind in the Willows,Kenneth Grahame,1908.0,1346,109,1,1,fiction,4.074074074074074,54.0,291,200,9.42,117.0,1,0.6849,0.04,0.22123602892833663,2.3227,1
La Divina Commedia,Dante Alighieri,1472.0,1339,114,1,1,fiction,3.892857142857143,28.0,408,181,7.68,300.0,1,0.4425,0.02074074074074074,0.22008547008547008,2.1799,1
Анна Каренина,Лев Толстой,1876.0,1314,80,1,1,fiction,4.208333333333333,48.0,319,191,7.25,149.0,1,0.5969,0.035555555555555556,0.21597633136094674,2.3477,1
The Hound of the Baskervilles,Arthur Conan Doyle,1900.0,1309,99,1,1,fiction,4.016666666666667,60.0,269,244,10.79,125.0,1,0.9037,0.044444444444444446,0.21515450361604208,2.3001,1
Anne of Green Gables,Lucy Maud Montgomery,1908.0,1299,66,1,1,fiction,4.309278350515464,97.0,359,324,10.86,117.0,1,0.9,0.07185185185185185,0.21351084812623275,2.509,1
Persuasion,Jane Austen,1789.0,1236,73,1,1,fiction,4.125,48.0,261,313,10.23,236.0,1,1.1947,0.035555555555555556,0.20315581854043394,2.2823,1
Julius Caesar,William Shakespeare,1656.0,1226,110,1,1,fiction,3.6140350877192975,57.0,330,209,8.21,300.0,1,0.6314,0.042222222222222223,0.20151216305062458,2.0972,1
Преступление и наказание,Фёдор Михайлович Достоевский,1866.0,1178,63,1,1,fiction,4.293333333333333,150.0,225,427,7.38,159.0,1,1.8894,0.1111111111111111,0.19362261669953978,2.5903,1
The Great Gatsby,F. Scott Fitzgerald,1920.0,1176,122,1,1,fiction,3.9557522123893807,226.0,256,330,9.73,105.0,1,1.284,0.1674074074074074,0.1932938856015779,2.6515,1
Jane Eyre,Charlotte Brontë,1847.0,1170,101,1,1,fiction,4.040697674418604,172.0,329,391,8.75,178.0,1,1.1848,0.1274074074074074,0.19230769230769232,2.543,1
The Time Machine,H. G. Wells,1895.0,1146,79,1,1,fiction,4.016129032258065,124.0,355,263,7.48,130.0,1,0.7388,0.09185185185185185,0.1883629191321499,2.3988,1
Walden,Henry David Thoreau,1854.0,1139,75,1,1,fiction,3.909090909090909,33.0,328,182,8.97,171.0,1,0.5532,0.024444444444444446,0.18721236028928337,2.1172,1
Three Men in a Boat (to say nothing of the dog),Jerome Klapka Jérôme,1889.0,1134,61,1,1,fiction,4.0,34.0,314,189,7.13,136.0,1,0.6,0.025185185185185185,0.1863905325443787,2.1541,1
The Adventures of Sherlock Holmes [12 stories],Arthur Conan Doyle,1892.0,1132,98,1,1,fiction,4.152941176470589,170.0,305,333,10.63,133.0,1,1.0882,0.1259259259259259,0.18606180144641682,2.5671,1
Moby Dick,Herman Melville,1851.0,1119,103,1,1,fiction,3.978609625668449,187.0,249,378,8.03,174.0,1,1.512,0.1385185185185185,0.1839250493096647,2.5361,1
Moll Flanders,Daniel Defoe,1722.0,1114,93,1,1,fiction,3.75,4.0,285,236,9.64,300.0,1,0.8252,0.002962962962962963,0.18310322156476003,1.9681,1
Mansfield Park,Jane Austen,1814.0,1108,74,1,1,fiction,3.8333333333333335,6.0,297,157,8.24,211.0,1,0.5268,0.0044444444444444444,0.18211702827087442,2.0042,1
The Man Who Was Thursday,Gilbert Keith Chesterton,1908.0,1105,40,1,1,fiction,3.4827586206896552,29.0,370,173,9.07,117.0,1,0.4663,0.02148148148148148,0.18162393162393162,1.9223,1
Les Trois Mousquetaires,"Alexandre Dumas, Auguste Maquet",1844.0,1104,53,1,1,fiction,4.103448275862069,29.0,336,177,9.18,181.0,1,0.5252,0.02148148148148148,0.1814595660749507,2.1702,1
King Solomon's Mines,H. Rider Haggard,1880.0,1091,62,1,1,fiction,4.214285714285714,28.0,235,216,7.73,145.0,1,0.9153,0.02074074074074074,0.17932281393819854,2.2066,1
The Mysterious Affair at Styles,Agatha Christie,1920.0,1091,35,1,1,fiction,4.034883720930233,86.0,335,258,10.87,105.0,1,0.7679,0.0637037037037037,0.17932281393819854,2.2852,1
Ἰλιάς,Όμηρος,1505.0,1084,135,1,1,fiction,4.055555555555555,90.0,301,224,10.09,300.0,1,0.7417,0.06666666666666667,0.17817225509533202,2.301,1
Candide,Voltaire,1746.0,1079,121,1,1,fiction,3.988372093023256,86.0,287,282,10.75,279.0,1,0.9792,0.0637037037037037,0.17735042735042736,2.2617,1
Ὀδύσσεια,Όμηρος,1488.0,1063,113,1,1,fiction,4.056603773584905,159.0,349,440,10.57,300.0,1,1.2571,0.11777777777777777,0.17472057856673243,2.4717,1
Hard Times,Charles Dickens,1854.0,1028,55,1,1,fiction,3.909090909090909,22.0,369,192,9.39,171.0,1,0.5189,0.016296296296296295,0.16896778435239973,2.0431,1
The Legend of Sleepy Hollow,Washington Irving,1820.0,1017,46,1,1,fiction,4.125,24.0,364,197,10.68,205.0,1,0.5397,0.017777777777777778,0.16715976331360946,2.1301,1
Northanger Abbey,Jane Austen,1818.0,1013,73,1,1,fiction,3.863636363636364,44.0,279,263,7.35,207.0,1,0.9393,0.03259259259259259,0.16650230111768574,2.0758,1
Ethan Frome,Edith Wharton,1910.0,1000,61,1,1,fiction,4.0,42.0,305,205,7.78,115.0,1,0.6699,0.03111111111111111,0.16436554898093358,2.1198,1
Dubliners,James Joyce,1914.0,996,93,1,1,fiction,3.8780487804878048,82.0,335,299,7.17,111.0,1,0.8899,0.06074074074074074,0.16370808678500987,2.1731,1
Captains Courageous,Rudyard Kipling,1896.0,990,62,1,1,fiction,4.666666666666667,3.0,366,166,8.3,129.0,1,0.4523,0.0022222222222222222,0.16272189349112426,2.2812,1
The Railway Children,Edith Nesbit,1900.0,985,57,1,1,fiction,3.9655172413793114,29.0,296,314,8.55,125.0,1,1.0572,0.02148148148148148,0.1619000657462196,2.0661,1
Romeo and Juliet,William Shakespeare,1597.0,985,107,1,1,fiction,3.668269230769231,208.0,311,383,8.08,300.0,1,1.2276,0.15407407407407409,0.1619000657462196,2.4113,1
The Moonstone,Wilkie Collins,1800.0,977,75,1,1,fiction,4.090909090909091,22.0,266,186,10.31,225.0,1,0.6966,0.016296296296296295,0.16058514135437213,2.0949,1
Troilus and Cressida,William Shakespeare,1609.0,963,54,1,1,fiction,3.0,4.0,262,173,8.42,300.0,1,0.6578,0.002962962962962963,0.15828402366863906,1.6061,0
The Sign of Four,Arthur Conan Doyle,1889.0,962,53,1,1,fiction,4.25,88.0,359,244,8.12,136.0,1,0.6778,0.06518518518518518,0.1581196581196581,2.3234,1
Metamorphosis,Franz Kafka,1915.0,954,75,1,1,fiction,4.168918918918919,148.0,385,387,9.16,110.0,1,1.0026,0.10962962962962963,0.15680473372781065,2.4433,1
Five Children and It,Edith Nesbit,1905.0,950,49,1,1,fiction,4.0,7.0,316,142,7.56,120.0,1,0.4479,0.005185185185185185,0.15614727153188693,2.0085,1
Antony and Cleopatra,William Shakespeare,1734.0,949,97,1,1,fiction,3.4761904761904763,21.0,368,183,10.2,291.0,1,0.4959,0.015555555555555555,0.15598290598290598,1.8349,1
Kim,Rudyard Kipling,1901.0,934,53,1,1,fiction,3.7222222222222223,18.0,337,186,7.29,124.0,1,0.5503,0.013333333333333334,0.15351742274819197,1.9193,1
The Thirty-Nine Steps,John Buchan,1915.0,881,49,1,1,fiction,3.8,25.0,289,219,10.94,110.0,1,0.7552,0.018518518518518517,0.1448060486522025,1.9468,1
The Adventures of Tom Sawyer,Mark Twain,1817.0,879,131,1,1,fiction,3.9673202614379086,153.0,337,308,10.08,208.0,1,0.9112,0.11333333333333333,0.14447731755424062,2.3448,1
The Last of the Mohicans,James Fenimore Cooper,1826.0,862,64,1,1,fiction,3.631578947368421,19.0,393,140,7.79,199.0,1,0.3553,0.014074074074074074,0.14168310322156477,1.8561,1
The Innocence of Father Brown (Father Brown Mystery),Gilbert Keith Chesterton,1583.0,851,25,1,1,fiction,4.277777777777778,18.0,318,194,7.02,300.0,1,0.6082,0.013333333333333334,0.1398750821827745,2.1075,1
David Copperfield,Charles Dickens,1800.0,846,94,1,1,fiction,4.466666666666667,15.0,395,207,10.26,225.0,1,0.5227,0.011111111111111112,0.1390532544378698,2.1732,1
King Richard II,William Shakespeare,1597.0,840,55,1,1,fiction,3.7142857142857135,7.0,194,174,9.82,300.0,1,0.8923,0.005185185185185185,0.13806706114398423,1.849,1
Записки изъ подполья,Фёдор Михайлович Достоевский,1864.0,837,39,1,1,fiction,4.255813953488372,43.0,359,268,9.91,161.0,1,0.7444,0.03185185185185185,0.13757396449704143,2.1577,1
My Ántonia,Willa Cather,1818.0,832,82,1,1,fiction,3.9047619047619047,21.0,324,262,10.08,207.0,1,0.8062,0.015555555555555555,0.13675213675213677,1.9582,1
The Old Curiosity Shop,Charles Dickens,1800.0,825,49,1,1,fiction,4.0,5.0,305,200,7.29,225.0,1,0.6536,0.003703703703703704,0.13560157790927022,1.952,1
Anne's House of Dreams,Lucy Maud Montgomery,1917.0,822,21,1,1,fiction,4.235294117647059,17.0,324,225,8.43,108.0,1,0.6923,0.012592592592592593,0.1351084812623274,2.076,1
The Merchant of Venice,William Shakespeare,1600.0,818,95,1,1,fiction,4.036363636363636,55.0,224,135,7.46,300.0,1,0.6,0.040740740740740744,0.1344510190664037,2.0933,1
Anne of Avonlea,Lucy Maud Montgomery,1909.0,813,36,1,1,fiction,4.275862068965517,29.0,309,202,10.45,116.0,1,0.6516,0.02148148148148148,0.133629191321499,2.1196,1
Othello,William Shakespeare,1622.0,807,89,1,1,fiction,3.809523809523809,42.0,337,283,9.49,300.0,1,0.8373,0.03111111111111111,0.13264299802761342,1.9643,1
The Tempest,William Shakespeare,1611.0,804,94,1,1,fiction,3.948275862068965,58.0,390,225,8.32,300.0,1,0.5754,0.04296296296296296,0.13214990138067062,2.0601,1
The Secret Adversary,Agatha Christie,1922.0,800,44,1,1,fiction,3.787878787878788,33.0,295,189,7.25,103.0,1,0.6385,0.024444444444444446,0.13149243918474687,1.9294,1
πολιτεία,Πλάτων,1554.0,794,86,1,1,fiction,3.7454545454545456,55.0,281,357,8.24,300.0,1,1.266,0.040740740740740744,0.13050624589086127,1.967,1
A Connecticut Yankee in King Arthur's Court,Mark Twain,1889.0,788,55,1,1,fiction,3.733333333333333,15.0,295,302,8.29,136.0,1,1.0203,0.011111111111111112,0.1295200525969757,1.856,1
Der Proceß,Franz Kafka,1825.0,783,67,1,1,fiction,4.193548387096774,62.0,363,272,9.91,200.0,1,0.7473,0.045925925925925926,0.128698224852071,2.1599,1
Anne of the Island,Lucy Maud Montgomery,1915.0,781,19,1,1,fiction,3.875,16.0,335,269,9.54,110.0,1,0.8006,0.011851851851851851,0.12836949375410914,1.9124,1
Coriolanus,William Shakespeare,1734.0,780,27,1,1,fiction,3.875,8.0,294,95,10.54,291.0,1,0.322,0.005925925925925926,0.1282051282051282,1.8913,1
The Cricket on the Hearth,Charles Dickens,1846.0,774,21,1,1,fiction,3.0,4.0,344,163,8.88,179.0,1,0.4725,0.002962962962962963,0.12721893491124261,1.5284,0
A Portrait of the Artist as a Young Man,"James Joyce, James Joyce, james joyce, J Joyce",1818.0,765,48,1,1,fiction,3.358974358974359,39.0,324,207,7.47,207.0,1,0.6369,0.028888888888888888,0.1257396449704142,1.759,1
The Mill on the Floss,"George Eliot, Rosalyn Landor, Sue Saunders, Julius Frese",1800.0,763,50,1,1,fiction,4.285714285714286,7.0,366,193,9.85,225.0,1,0.5259,0.005185185185185185,0.12541091387245235,2.046,1
Richard III,William Shakespeare,1597.0,759,65,1,1,fiction,3.9,10.0,286,183,10.04,300.0,1,0.6376,0.007407407407407408,0.1247534516765286,1.8978,1
The Valley of Fear,Arthur Conan Doyle,1914.0,758,27,1,1,fiction,4.148148148148148,27.0,304,94,9.24,111.0,1,0.3082,0.02,0.12458908612754767,2.0407,1
The Prince and the Pauper,Mark Twain,1881.0,755,56,1,1,fiction,3.8205128205128207,39.0,301,250,10.08,144.0,1,0.8278,0.028888888888888888,0.12409598948060487,1.9396,1
Leaves of Grass,Walt Whitman,1855.0,755,66,1,1,fiction,3.8333333333333335,12.0,249,236,8.97,170.0,1,0.944,0.008888888888888889,0.12409598948060487,1.8747,1
"Henry IV, Part 1",William Shakespeare,1598.0,751,57,1,1,fiction,3.9166666666666665,12.0,334,289,9.08,300.0,1,0.8627,0.008888888888888889,0.12343852728468113,1.9064,1
The Princess and the Goblin,George MacDonald,1872.0,750,39,1,1,fiction,3.5,6.0,332,165,8.7,153.0,1,0.4955,0.0044444444444444444,0.1232741617357002,1.7237,1
Tess of the d'Urbervilles,Thomas Hardy,1707.0,747,84,1,1,fiction,4.0625,16.0,320,169,7.1,300.0,1,0.5265,0.011851851851851851,0.1227810650887574,1.9734,1
The Lost World,Arthur Conan Doyle,1900.0,747,56,1,1,fiction,4.045454545454546,44.0,308,101,7.43,125.0,1,0.3269,0.03259259259259259,0.1227810650887574,2.0392,1
Dracula,Bram Stoker,1897.0,736,66,1,1,fiction,4.043010752688172,186.0,252,334,7.12,128.0,1,1.3202,0.13777777777777778,0.12097304404996713,2.4019,1
Le Comte de Monte Cristo,Alexandre Dumas,1830.0,735,67,1,1,fiction,4.290155440414508,193.0,299,399,9.54,195.0,1,1.33,0.14296296296296296,0.1208086785009862,2.5185,1
The Marvelous Land of Oz,L. Frank Baum,1904.0,724,43,1,1,fiction,3.3684210526315788,19.0,303,184,8.25,121.0,1,0.6053,0.014074074074074074,0.11900065746219593,1.6941,1
The Canterbury Tales,"Geoffrey Chaucer, John E. Cunningham, Peter Ackroyd, Ted Stearn, V. A. Kolve, Glending Olson",1478.0,722,94,1,1,fiction,3.28125,32.0,281,332,9.03,300.0,1,1.1773,0.023703703703703703,0.11867192636423406,1.6921,1
Brave New World,Aldous Huxley,1932.0,721,76,1,1,fiction,3.976190476190476,462.0,312,556,10.62,93.0,1,1.7764,0.3422222222222222,0.11850756081525313,3.0845,1
The Yellow Wallpaper,"Charlotte Perkins Gilman, Aric Cushing, Logan Thomas, SparkNotes, Bryan Hunt, A. J. Alexander, Steven Stern, Aileen Oracion, Twisted Classics, Anne Geer, Sara Barkat, Period Time Publishing, Félix Gerónimo, AGUSTIN LOPEZ TOBAJAS, Nicolae Sfetcu, Erminia Passannanti",1892.0,721,63,1,1,fiction,4.1265822784810124,79.0,339,270,7.99,133.0,1,0.7941,0.05851851851851852,0.11850756081525313,2.1517,1
The Comedy of Errors,William Shakespeare,1734.0,715,69,1,1,fiction,4.0,6.0,410,136,8.64,291.0,1,0.3309,0.0044444444444444444,0.11752136752136752,1.9094,1
All's Well That Ends Well,William Shakespeare,1734.0,711,35,1,1,fiction,3.75,12.0,328,223,10.02,291.0,1,0.6778,0.008888888888888889,0.11686390532544379,1.8233,1
Riders of the Purple Sage,Zane Grey,1912.0,709,43,1,1,fiction,4.0,4.0,332,104,7.91,113.0,1,0.3123,0.002962962962962963,0.11653517422748191,1.9017,1
The Book of Dragons,Edith Nesbit,1973.0,706,12,1,1,fiction,3.733333333333333,15.0,316,246,7.3,52.0,1,0.776,0.011111111111111112,0.11604207758053912,1.8223,1
Decamerone,Giovanni Boccaccio,1516.0,700,89,1,1,fiction,4.125,16.0,227,249,8.15,300.0,1,1.0921,0.011851851851851851,0.11505588428665352,1.9791,1
The House of Mirth,Edith Wharton,1905.0,694,35,1,1,fiction,4.125,16.0,318,280,7.64,120.0,1,0.8777,0.011851851851851851,0.11406969099276791,1.9767,1
A Room with a View,E. M. Forster,1905.0,692,38,1,1,fiction,3.75,20.0,322,165,10.71,120.0,1,0.5108,0.014814814814814815,0.11374095989480605,1.8362,1
Uncle Tom's Cabin,Harriet Beecher Stowe,1850.0,688,75,1,1,fiction,4.05,20.0,438,224,10.23,175.0,1,0.5103,0.014814814814814815,0.11308349769888232,1.9546,1
Le petit prince,Antoine de Saint-Exupéry,1943.0,688,67,1,1,fiction,4.36283185840708,226.0,310,408,9.53,82.0,1,1.3119,0.1674074074074074,0.11308349769888232,2.6138,1
"Twelfth Night, or What You Will",William Shakespeare,1734.0,687,85,1,1,fiction,3.7058823529411766,34.0,334,249,10.48,291.0,1,0.7433,0.025185185185185185,0.11291913214990137,1.8528,1
The Pilgrim's Progress,John Bunyan,1678.0,683,101,1,1,fiction,4.35,20.0,318,172,10.21,300.0,1,0.5392,0.014814814814814815,0.11226166995397764,2.0725,1
The Autobiography of Benjamin Franklin,Benjamin Franklin,1791.0,679,105,1,1,fiction,4.0,52.0,263,122,7.74,234.0,1,0.4621,0.03851851851851852,0.11160420775805391,2.0138,1
The Mayor of Casterbridge,Thomas Hardy,1800.0,676,65,1,1,fiction,4.8,5.0,374,221,10.56,225.0,1,0.5893,0.003703703703703704,0.1111111111111111,2.2107,1
The Jungle,Upton Sinclair,1707.0,673,80,1,1,fiction,4.273684210526316,95.0,356,268,9.15,300.0,1,0.7507,0.07037037037037037,0.11061801446416832,2.2323,1
Rainbow Valley,Lucy Maud Montgomery,1919.0,671,18,1,1,fiction,4.0,4.0,357,174,10.22,106.0,1,0.486,0.002962962962962963,0.11028928336620644,1.8861,1
As a man thinketh,James Allen,1902.0,657,23,1,1,fiction,4.675675675675675,37.0,276,267,10.58,123.0,1,0.9639,0.027407407407407408,0.10798816568047337,2.2362,1
The Jewel of Seven Stars,Bram Stoker,1902.0,653,18,1,1,fiction,4.5,6.0,387,202,8.27,123.0,1,0.5206,0.0044444444444444444,0.10733070348454964,2.0839,1
The Story of the Treasure Seekers,Edith Nesbit,1899.0,653,50,1,1,fiction,4.0,3.0,252,136,7.43,126.0,1,0.5375,0.0022222222222222222,0.10733070348454964,1.8761,1
The Woman in White,"Wilkie Collins, William Collins",1859.0,652,65,1,1,fiction,4.05,20.0,348,119,7.91,166.0,1,0.341,0.014814814814814815,0.1071663379355687,1.9398,1
Animal Farm,George Orwell,1945.0,650,48,1,1,fiction,4.150442477876106,565.0,425,543,8.7,80.0,1,1.2746,0.4185185185185185,0.10683760683760683,3.3921,1
Tao te Ching,老子,1842.0,648,68,1,1,fiction,4.285714285714286,56.0,272,364,10.27,183.0,1,1.3333,0.04148148148148148,0.10650887573964497,2.1257,1
The Battle of Life,"Charles Dickens, Edward Stirling, Shahid Akram",1846.0,646,9,1,1,fiction,5.0,2.0,292,237,10.44,179.0,1,0.8089,0.0014814814814814814,0.1061801446416831,2.2706,1
Sonnets,William Shakespeare,1609.0,646,85,1,1,fiction,4.166666666666667,12.0,324,219,7.02,300.0,1,0.6738,0.008888888888888889,0.1061801446416831,1.9632,1
The Man Who Knew Too Much,Gilbert Keith Chesterton,1922.0,644,10,1,1,fiction,4.0,18.0,295,205,9.04,103.0,1,0.6926,0.013333333333333334,0.10585141354372124,1.9113,1
Meditations,Marcus Aurelius,1626.0,642,48,1,1,fiction,4.070921985815603,141.0,245,300,8.66,300.0,1,1.2195,0.10444444444444445,0.10552268244575937,2.2577,1
War and Peace,Лев Толстой,1864.0,642,61,1,1,fiction,4.2368421052631575,38.0,323,288,7.88,161.0,1,0.8889,0.028148148148148148,0.10552268244575937,2.0571,1
The Red Badge of Courage,Stephen Crane,1855.0,639,84,1,1,fiction,3.64,25.0,269,195,7.47,170.0,1,0.7222,0.018518518518518517,0.10502958579881656,1.7834,1
Du côté de chez Swann,Marcel Proust,1908.0,636,29,1,1,fiction,3.888888888888889,9.0,342,236,8.34,117.0,1,0.688,0.006666666666666667,0.10453648915187377,1.8402,1
The Emerald City of Oz,L. Frank Baum,1910.0,634,25,1,1,fiction,3.6666666666666665,6.0,275,187,10.77,115.0,1,0.6775,0.0044444444444444444,0.1042077580539119,1.7427,1
Faust,Johann Wolfgang von Goethe,1800.0,633,34,1,1,fiction,4.0256410256410255,39.0,394,328,8.29,225.0,1,0.8304,0.028888888888888888,0.10404339250493097,1.9715,1
Silas Marner,"George Eliot, John O'Connor, Mary Anne Evans, Hugh Thomson, Julius Frese",1800.0,628,66,1,1,fiction,3.8,5.0,282,241,9.07,225.0,1,0.8516,0.003703703703703704,0.1032215647600263,1.791,1
Herland,"Charlotte Perkins Gilman, Alex Goody, Eva Kumar, Evelynn D. Smith, Chavdar Georgiev, Booking, Aurora Irvine",1915.0,627,29,1,1,fiction,3.8,10.0,304,270,9.81,110.0,1,0.8852,0.007407407407407408,0.10305719921104536,1.8036,1
The Prisoner of Zenda,"Anthony Hope, Gary Hoppenstand, Diane Mowat, Alan Marks, Francesc Ràfols, Andrew Pugsley, Summer M. Hogan, Summer Hogan, Smidgen Press, Charles Dana Gibson, Daniel Lanza Barba, Javier Fornell Fernandez, Stephen Colbourn, Katy Jackson, James Wilby, Robinson, M.",1800.0,627,52,1,1,fiction,3.6,5.0,359,174,8.45,225.0,1,0.4833,0.003703703703703704,0.10305719921104536,1.7106,1
Dorothy and the Wizard in Oz,L. Frank Baum,1908.0,622,19,1,1,fiction,3.7,10.0,260,260,10.88,117.0,1,0.9962,0.007407407407407408,0.1022353714661407,1.7615,1
Agnes Grey,Anne Brontë,1847.0,616,28,1,1,fiction,4.142857142857143,14.0,330,195,10.84,178.0,1,0.5891,0.01037037037037037,0.1012491781722551,1.9466,1
O Pioneers!,Willa Cather,1913.0,613,63,1,1,fiction,3.8333333333333335,12.0,382,215,8.0,112.0,1,0.5614,0.008888888888888889,0.10075608152531229,1.8163,1
Ulysses,James Joyce,1914.0,612,109,1,1,fiction,3.375,16.0,242,294,8.98,111.0,1,1.2099,0.011851851851851851,0.10059171597633136,1.643,1
The Second Jungle Book,Rudyard Kipling,1887.0,611,42,1,1,fiction,4.6,5.0,328,151,8.2,138.0,1,0.459,0.003703703703703704,0.10042735042735043,2.104,1
Goldsmith's The vicar of Wakefield,Oliver Goldsmith,1111.0,609,51,1,1,fiction,3.6666666666666665,3.0,332,212,8.13,300.0,1,0.6366,0.0022222222222222222,0.10009861932938856,1.7247,1
